region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
高雄市第07選區,許智傑,3,男,1966,民主進步黨,114998,51.10%,*,是,第 10 屆 立法委員選舉,區域
高雄市第07選區,葉鳳強,4,男,1974,無黨籍及未經政黨推薦,822,0.37%,,否,第 10 屆 立法委員選舉,區域
高雄市第07選區,陳惠敏,5,女,1972,時代力量,17466,7.76%,,否,第 10 屆 立法委員選舉,區域
高雄市第07選區,林杰正,6,男,1954,無黨籍及未經政黨推薦,1405,0.62%,,否,第 10 屆 立法委員選舉,區域
高雄市第07選區,秦詩雁,7,女,1972,親民黨,3920,1.74%,,否,第 10 屆 立法委員選舉,區域
高雄市第08選區,敖博勝,1,男,1976,台灣民眾黨,14043,6.00%,,否,第 10 屆 立法委員選舉,區域
高雄市第08選區,陳麗娜,2,女,1970,中國國民黨,83148,35.54%,,否,第 10 屆 立法委員選舉,區域
高雄市第08選區,賴瑞隆,3,男,1973,民主進步黨,135052,57.73%,*,是,第 10 屆 立法委員選舉,區域
高雄市第08選區,蔡媽福,4,男,1949,宗教聯盟,1710,0.73%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,歐崇敬,1,男,1967,無黨籍及未經政黨推薦,892,0.35%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,陳昭宏,2,男,1980,無黨籍及未經政黨推薦,2579,1.00%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,張衞航,3,男,1976,時代力量,19641,7.63%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,張立蔭,4,男,1967,無黨籍及未經政黨推薦,604,0.23%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,余長欣,5,男,1977,綠黨,3663,1.42%,,否,第 10 屆 立法委員選舉,區域
新北市第01選區,呂孫綾,6,女,1988,民主進步黨,110162,42.81%,,是,第 10 屆 立法委員選舉,區域
新北市第01選區,洪孟楷,7,男,1983,中國國民黨,119401,46.40%,*,否,第 10 屆 立法委員選舉,區域
新北市第01選區,陳榮太,8,男,1944,台灣整復師聯盟工黨,366,0.14%,,否,第 10 屆 立法委員選舉,區域
新北市第02選區,林淑芬,1,女,1973,民主進步黨,132591,62.37%,*,是,第 10 屆 立法委員選舉,區域
新北市第02選區,龍大智,2,男,1963,合一行動聯盟,2376,1.12%,,否,第 10 屆 立法委員選舉,區域
新北市第02選區,黃桂蘭,3,女,1957,中國國民黨,77625,36.51%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,羅和讚,1,男,1961,無黨籍及未經政黨推薦,2390,1.22%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,李翁月娥,2,女,1958,無黨籍及未經政黨推薦,63832,32.45%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,李崇威,3,男,1955,無黨籍及未經政黨推薦,447,0.23%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,李旻蔚,4,女,1988,台灣民眾黨,35843,18.22%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,蘇卿彥,5,男,1939,無黨籍及未經政黨推薦,437,0.22%,,否,第 10 屆 立法委員選舉,區域
新北市第03選區,余天,6,男,1948,民主進步黨,90022,45.77%,*,是,第 10 屆 立法委員選舉,區域
新北市第03選區,林宜瑄,7,女,1982,綠黨,3731,1.90%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,朱約翰,1,男,1957,無黨籍及未經政黨推薦,1469,0.68%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,葉宏仁,2,男,1956,一邊一國行動黨,637,0.29%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,吳秉叡,3,男,1966,民主進步黨,119461,55.13%,*,是,第 10 屆 立法委員選舉,區域
新北市第04選區,黃博仁,4,男,1964,勞動黨,887,0.41%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,王斯儀,5,女,1962,國會政黨聯盟,3389,1.56%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,陳俊憲,6,男,1979,安定力量,2729,1.26%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,陳明義,7,男,1967,中國國民黨,80455,37.13%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,張哲偉,8,男,1981,綠黨,7025,3.24%,,否,第 10 屆 立法委員選舉,區域
新北市第04選區,林麗容,9,女,1954,正黨,623,0.29%,,否,第 10 屆 立法委員選舉,區域
新北市第05選區,蘇巧慧,1,女,1976,民主進步黨,106368,57.10%,*,是,第 10 屆 立法委員選舉,區域
新北市第05選區,黃志雄,2,男,1976,中國國民黨,77919,41.83%,,否,第 10 屆 立法委員選舉,區域
新北市第05選區,徐金菊,3,女,1976,中華照生黨,1999,1.07%,,否,第 10 屆 立法委員選舉,區域
新北市第06選區,張宏陸,1,男,1972,民主進步黨,88236,54.35%,*,是,第 10 屆 立法委員選舉,區域
新北市第06選區,陳玉鳳,2,女,1972,中國和平統一黨,570,0.35%,,否,第 10 屆 立法委員選舉,區域
新北市第06選區,石人仁,3,男,1959,親民黨,4362,2.69%,,否,第 10 屆 立法委員選舉,區域
新北市第06選區,林國春,4,男,1968,中國國民黨,69178,42.61%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,朱盛興,1,男,1971,安定力量,907,0.51%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,柯志恩,2,女,1962,中國國民黨,70659,40.08%,,是,第 10 屆 立法委員選舉,區域
新北市第07選區,連石磊,3,男,1948,台灣工黨,235,0.13%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,黃足貞,4,女,1969,無黨籍及未經政黨推薦,927,0.53%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,吳達偉,5,男,1984,台灣民眾黨,20579,11.67%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,張源益,6,男,1968,宗教聯盟,224,0.13%,,否,第 10 屆 立法委員選舉,區域
新北市第07選區,羅致政,7,男,1964,民主進步黨,82764,46.95%,*,是,第 10 屆 立法委員選舉,區域
新北市第08選區,邱烽堯,1,男,1973,中國國民黨,95471,44.60%,,否,第 10 屆 立法委員選舉,區域
新北市第08選區,蔡宗霖,2,男,1952,一邊一國行動黨,739,0.35%,,否,第 10 屆 立法委員選舉,區域
新北市第08選區,李國憲,3,男,1969,安定力量,2977,1.39%,,否,第 10 屆 立法委員選舉,區域
新北市第08選區,許惠珍,4,女,1952,天宙和平統一家庭黨,574,0.27%,,否,第 10 屆 立法委員選舉,區域
新北市第08選區,江永昌,5,男,1969,民主進步黨,101068,47.22%,*,是,第 10 屆 立法委員選舉,區域
新北市第08選區,李正皓,6,男,1984,親民黨,13226,6.18%,,否,第 10 屆 立法委員選舉,區域
新北市第09選區,陳愷寧,1,女,1995,台灣維新,4881,2.70%,,否,第 10 屆 立法委員選舉,區域
新北市第09選區,林聲洲,2,男,1974,勞動黨,1850,1.02%,,否,第 10 屆 立法委員選舉,區域
新北市第09選區,蔡沐霖,3,男,1983,民主進步黨,68206,37.68%,,否,第 10 屆 立法委員選舉,區域
新北市第09選區,林德福,4,男,1953,中國國民黨,102108,56.41%,*,是,第 10 屆 立法委員選舉,區域
新北市第09選區,楊智淵,5,男,1990,一邊一國行動黨,900,0.50%,,否,第 10 屆 立法委員選舉,區域
新北市第09選區,詹宇賢,6,男,1989,台灣基進,3053,1.69%,,否,第 10 屆 立法委員選舉,區域
新北市第10選區,林金結,1,男,1968,中國國民黨,73686,35.60%,,否,第 10 屆 立法委員選舉,區域
新北市第10選區,吳琪銘,2,男,1963,民主進步黨,92665,44.77%,*,是,第 10 屆 立法委員選舉,區域
新北市第10選區,李縉穎,3,男,1985,無黨籍及未經政黨推薦,38977,18.83%,,否,第 10 屆 立法委員選舉,區域
新北市第10選區,劉瑞娜,4,女,1959,無黨籍及未經政黨推薦,476,0.23%,,否,第 10 屆 立法委員選舉,區域
新北市第10選區,曾怡晴,5,女,1979,合一行動聯盟,1166,0.56%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,廖再興,1,男,1950,無黨籍及未經政黨推薦,3082,1.44%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,臧汝興,2,男,1964,勞動黨,1414,0.66%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,羅明才,3,男,1967,中國國民黨,124714,58.37%,*,是,第 10 屆 立法委員選舉,區域
新北市第11選區,李欣翰,4,男,1985,台灣基進,7363,3.45%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,胡大剛,5,男,1956,中華統一促進黨,534,0.25%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,廖麗娟,6,女,1966,合一行動聯盟,2806,1.31%,,否,第 10 屆 立法委員選舉,區域
新北市第11選區,張銘祐,7,男,1984,民主進步黨,73755,34.52%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,賴嘉倫,1,男,1980,時代力量,13563,7.29%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,張志偉,2,男,1984,綠黨,1638,0.88%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,周武榮,3,男,1968,無黨籍及未經政黨推薦,1620,0.87%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,李永萍,4,女,1964,中國國民黨,81613,43.87%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,張依維,5,女,1975,中華統一促進黨,316,0.17%,,否,第 10 屆 立法委員選舉,區域
新北市第12選區,賴品妤,6,女,1992,民主進步黨,84393,45.36%,*,否,第 10 屆 立法委員選舉,區域
新北市第12選區,孫繼正,7,男,1962,安定力量,2889,1.55%,,否,第 10 屆 立法委員選舉,區域
臺中市第01選區,蔡其昌,1,男,1969,民主進步黨,106376,66.69%,*,是,第 10 屆 立法委員選舉,區域
臺中市第01選區,林佳新,2,男,1983,中國國民黨,47050,29.50%,,否,第 10 屆 立法委員選舉,區域
臺中市第01選區,黃朝淵,3,男,1973,親民黨,6086,3.82%,,否,第 10 屆 立法委員選舉,區域
臺中市第02選區,顏寬恒,1,男,1977,中國國民黨,107766,48.85%,,是,第 10 屆 立法委員選舉,區域
臺中市第02選區,陳柏惟,2,男,1985,台灣基進,112839,51.15%,*,否,第 10 屆 立法委員選舉,區域
臺中市第03選區,朱立凡,1,男,1980,宗教聯盟,323,0.16%,,否,第 10 屆 立法委員選舉,區域
臺中市第03選區,宋柏澄,2,男,1995,台澎黨,247,0.13%,,否,第 10 屆 立法委員選舉,區域
臺中市第03選區,洪慈庸,3,女,1982,無黨籍及未經政黨推薦,90213,45.79%,,是,第 10 屆 立法委員選舉,區域
臺中市第03選區,張睿倉,4,男,1984,台灣民眾黨,14700,7.46%,,否,第 10 屆 立法委員選舉,區域
臺中市第03選區,張烱春,5,男,1965,喜樂島聯盟,331,0.17%,,否,第 10 屆 立法委員選舉,區域
臺中市第03選區,楊瓊瓔,6,女,1964,中國國民黨,91182,46.29%,*,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,李家葳,1,女,1978,中華統一促進黨,712,0.30%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,陳志彬,2,男,1978,無黨籍及未經政黨推薦,3061,1.30%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,黃馨慧,3,女,1956,中國國民黨,96460,40.95%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,楊書銘,4,男,1984,國會政黨聯盟,482,0.20%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,張渝江,5,男,1972,台灣民眾黨,13434,5.70%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,張廖萬堅,6,男,1965,民主進步黨,119886,50.90%,*,是,第 10 屆 立法委員選舉,區域
臺中市第04選區,紀經儀,7,女,1964,合一行動聯盟,446,0.19%,,否,第 10 屆 立法委員選舉,區域
臺中市第04選區,林金連,8,男,1956,無黨籍及未經政黨推薦,1061,0.45%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,段體佩,1,男,1964,無黨籍及未經政黨推薦,5225,2.03%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,莊競程,2,男,1980,民主進步黨,114738,44.63%,*,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,沈智慧,3,女,1957,中國國民黨,109466,42.58%,,是,第 10 屆 立法委員選舉,區域
臺中市第05選區,彭振芳,4,男,1964,臺灣前進黨,561,0.22%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,苗豐隆,5,男,1962,無黨籍及未經政黨推薦,211,0.08%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,賴建豪,6,男,1977,親民黨,5100,1.98%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,顧吉熙,7,男,1961,無黨籍及未經政黨推薦,339,0.13%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,黃名白,8,女,1973,無黨籍及未經政黨推薦,2657,1.03%,,否,第 10 屆 立法委員選舉,區域
臺中市第05選區,謝文卿,9,男,1971,台灣民眾黨,18768,7.30%,,否,第 10 屆 立法委員選舉,區域
臺中市第06選區,楊木蘭,1,女,1960,無黨籍及未經政黨推薦,4278,2.11%,,否,第 10 屆 立法委員選舉,區域
臺中市第06選區,黃國書,2,男,1964,民主進步黨,113128,55.91%,*,是,第 10 屆 立法委員選舉,區域
臺中市第06選區,吳光中,3,男,1963,親民黨,3882,1.92%,,否,第 10 屆 立法委員選舉,區域
臺中市第06選區,洪偉富,4,男,1960,宗教聯盟,558,0.28%,,否,第 10 屆 立法委員選舉,區域
臺中市第06選區,李中,5,男,1959,中國國民黨,80478,39.78%,,否,第 10 屆 立法委員選舉,區域
臺中市第07選區,何欣純,1,女,1973,民主進步黨,149538,63.30%,*,是,第 10 屆 立法委員選舉,區域
臺中市第07選區,蔣祖棋,2,男,1960,司法正義黨,3336,1.41%,,否,第 10 屆 立法委員選舉,區域
臺中市第07選區,林培基,3,男,1950,一邊一國行動黨,1480,0.63%,,否,第 10 屆 立法委員選舉,區域
臺中市第07選區,莊子富,4,男,1971,中國國民黨,80000,33.86%,,否,第 10 屆 立法委員選舉,區域
臺中市第07選區,傅若怡,5,女,1969,合一行動聯盟,1883,0.80%,,否,第 10 屆 立法委員選舉,區域
臺中市第08選區,翁美春,1,女,1963,民主進步黨,62471,38.92%,,否,第 10 屆 立法委員選舉,區域
臺中市第08選區,江啟臣,2,男,1972,中國國民黨,94750,59.03%,*,是,第 10 屆 立法委員選舉,區域
臺中市第08選區,朱智德,3,男,1992,台灣維新,2614,1.63%,,否,第 10 屆 立法委員選舉,區域
臺中市第08選區,劉星龍,4,男,1980,無黨籍及未經政黨推薦,664,0.41%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,康淑敏,1,女,1959,中華聯合黨,306,0.17%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,顏耀星,2,男,1958,台灣民眾黨,8793,4.92%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,賴惠員,3,女,1961,民主進步黨,99344,55.64%,*,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,蔡承攸,4,男,1987,合一行動聯盟,616,0.35%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,蘇志仁,5,男,1958,宗教聯盟,389,0.22%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,黃天辰,6,男,1953,台灣民意黨,534,0.30%,,否,第 10 屆 立法委員選舉,區域
臺南市第01選區,蔡育輝,7,男,1959,中國國民黨,68568,38.40%,,否,第 10 屆 立法委員選舉,區域
臺南市第02選區,王章記,1,男,1970,宗教聯盟,1390,0.74%,,否,第 10 屆 立法委員選舉,區域
臺南市第02選區,李武龍,2,男,1976,中國國民黨,66270,35.30%,,否,第 10 屆 立法委員選舉,區域
臺南市第02選區,郭國文,3,男,1967,民主進步黨,120097,63.96%,*,是,第 10 屆 立法委員選舉,區域
臺南市第03選區,陳西安,1,男,1958,無黨籍及未經政黨推薦,2892,1.47%,,否,第 10 屆 立法委員選舉,區域
臺南市第03選區,童小芸,2,女,1971,中國國民黨,52886,26.97%,,否,第 10 屆 立法委員選舉,區域
臺南市第03選區,陳亭妃,3,女,1974,民主進步黨,136815,69.77%,*,是,第 10 屆 立法委員選舉,區域
臺南市第03選區,鄧秀寶,4,女,1960,親民黨,3493,1.78%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,蔡明峰,1,男,1959,無黨籍及未經政黨推薦,4180,2.19%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,温米樂,2,男,1960,圓黨,488,0.26%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,林志文,3,男,1972,一邊一國行動黨,1860,0.97%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,林燕祝,4,女,1965,中國國民黨,71052,37.15%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,林淑娟,5,女,1971,宗教聯盟,636,0.33%,,否,第 10 屆 立法委員選舉,區域
臺南市第04選區,林宜瑾,6,女,1969,民主進步黨,113046,59.11%,*,否,第 10 屆 立法委員選舉,區域
臺南市第05選區,李伯利,1,男,1980,安定力量,6350,3.18%,,否,第 10 屆 立法委員選舉,區域
臺南市第05選區,林義豐,2,男,1948,無黨籍及未經政黨推薦,10110,5.07%,,否,第 10 屆 立法委員選舉,區域
臺南市第05選區,林俊憲,3,男,1965,民主進步黨,110547,55.41%,*,是,第 10 屆 立法委員選舉,區域
臺南市第05選區,蔡淑惠,4,女,1967,中國國民黨,67364,33.76%,,否,第 10 屆 立法委員選舉,區域
臺南市第05選區,陳致曉,5,男,1967,無黨籍及未經政黨推薦,4175,2.09%,,否,第 10 屆 立法委員選舉,區域
臺南市第05選區,吳炳輝,6,男,1967,無黨籍及未經政黨推薦,973,0.49%,,否,第 10 屆 立法委員選舉,區域
臺南市第06選區,李晉豪,1,男,1974,安定力量,4612,2.34%,,否,第 10 屆 立法委員選舉,區域
臺南市第06選區,洪秀柱,2,女,1948,中國國民黨,72137,36.54%,,否,第 10 屆 立法委員選舉,區域
臺南市第06選區,唐宇姮,3,女,1973,台澎黨,1228,0.62%,,否,第 10 屆 立法委員選舉,區域
臺南市第06選區,王定宇,4,男,1969,民主進步黨,116174,58.85%,*,是,第 10 屆 立法委員選舉,區域
臺南市第06選區,翁語含,5,女,1973,台灣維新,3255,1.65%,,否,第 10 屆 立法委員選舉,區域
桃園市第01選區,陳根德,1,男,1956,中國國民黨,97787,43.06%,,否,第 10 屆 立法委員選舉,區域
桃園市第01選區,鄭運鵬,2,男,1973,民主進步黨,104735,46.12%,*,是,第 10 屆 立法委員選舉,區域
桃園市第01選區,楊淂鉉,3,男,1992,無黨籍及未經政黨推薦,2031,0.89%,,否,第 10 屆 立法委員選舉,區域
桃園市第01選區,陳泓維,4,男,1987,台灣民眾黨,21951,9.67%,,否,第 10 屆 立法委員選舉,區域
桃園市第01選區,沈育和,5,男,1963,一邊一國行動黨,601,0.26%,,否,第 10 屆 立法委員選舉,區域
桃園市第02選區,黃世杰,1,男,1979,民主進步黨,111963,51.64%,*,否,第 10 屆 立法委員選舉,區域
桃園市第02選區,吳文凱,2,男,1980,台灣維新,3953,1.82%,,否,第 10 屆 立法委員選舉,區域
桃園市第02選區,陳志豪,3,男,1978,中華統一促進黨,800,0.37%,,否,第 10 屆 立法委員選舉,區域
桃園市第02選區,張馨云,4,女,1969,台澎黨,813,0.37%,,否,第 10 屆 立法委員選舉,區域
桃園市第02選區,吳志揚,5,男,1969,中國國民黨,99281,45.79%,,是,第 10 屆 立法委員選舉,區域
